date,username,created_at,tweet
13-01-2021,bp_dbitch,2021-01-13 01:34:19 India Standard Time,bpd has a suicide rate  times the national average    in  bpd sufferers die by suicide   up to  of bpd sufferers have attempted suicide at least once   the rate of bpd suicide is  times higher than other illnesses  i dont wanna hear that were not strong individuals
13-01-2021,bp_dbitch,2021-01-13 00:30:09 India Standard Time,does anyone else ever feel like your rage episodes are sometimes subconsciously manipulative
12-01-2021,bp_dbitch,2021-01-12 21:32:00 India Standard Time,tbh the worst thing about being a self aware mentally ill person is that people assume that because you understand your illness youre automatically able to apply your knowledge to your life and cure yourself
12-01-2021,bp_dbitch,2021-01-12 02:48:27 India Standard Time,im an overly emotional unemotional clingy but distant private person who likes to over share at any moment and im trying to figure out how that works
12-01-2021,bp_dbitch,2021-01-12 02:24:43 India Standard Time,anyone else rub their foot continuously against their duvet whilst in bed or am i just abnormal
12-01-2021,bp_dbitch,2021-01-12 01:30:06 India Standard Time,going through a phase of just wanting to be left alone like dont wanna talk to anyone dont wanna see anyone just wanna be alone  anyone else go through phases like this
12-01-2021,bp_dbitch,2021-01-12 00:46:53 India Standard Time,who else has issues keeping hobbies i feel like im to inconsistent for anything ill really be into something for like a week then im over it
11-01-2021,bp_dbitch,2021-01-11 02:46:46 India Standard Time,abuse is abuse even if there are no scars or bruises abuse is abuse even if it was only words abuse is abuse in any form you experience it youre not any less of a survivor for surviving something psychological
11-01-2021,bp_dbitch,2021-01-11 01:32:10 India Standard Time,people can have mental disorders and not hurt others they can be abused and not abuse others they can be unaware of what they are doing but that doesnt change the fact that theyre hurting someone someone saying theyve changed doesnt mean what they did to you has
10-01-2021,bp_dbitch,2021-01-10 02:38:16 India Standard Time,the bpd community is one of the most empathetic loving and giving of any other people i have ever met i just wanted to take this moment to say i love you amp appreciate you all so very much i am glad you are here
10-01-2021,bp_dbitch,2021-01-10 00:08:35 India Standard Time,has anyone else experienced this   so when i was younger i dont recall it happening anymore but i used to have these visions in my mind of a thought the same thoughts each time it would only last between  seconds   minute but i never questioned it until now
09-01-2021,bp_dbitch,2021-01-09 21:46:07 India Standard Time,you know when you want to scream and smash things
09-01-2021,bp_dbitch,2021-01-09 19:06:03 India Standard Time,being suicidal from such a young age really fucked up my decision making process my brain always being so dramatic bad day kll yourself get into a fight end the relationship room is messy burn the house to the ground pick a reasonable response for once
09-01-2021,bp_dbitch,2021-01-09 03:30:01 India Standard Time,maybe shes born with it maybe shes been gaslighted so much she cant tell the difference between paranoia amp intuition anymore
09-01-2021,bp_dbitch,2021-01-09 03:06:17 India Standard Time,my ocd compulsions genuinely drain the life out of me i feel like a balloon amp someones put a pin in me amp im slowly deflating
09-01-2021,bp_dbitch,2021-01-09 01:16:10 India Standard Time,the worst part of having a mental illness is knowing you cant talk to your parents or tell them about your mental illness because their view on mental health sucks
08-01-2021,bp_dbitch,2021-01-08 23:43:46 India Standard Time, can yal retweet this    i am eager to get my account out there     my account is a mental health page  anxiety depression bpd anything in relation to mh   i want to share my passion for mh with others
08-01-2021,bp_dbitch,2021-01-08 16:31:53 India Standard Time,morn angel so grateful for everyone who follows me   still really trying to get my account out there to promote mh a lot more as its something im extremely passionate about   could you please share my page or do me a shout out it would definitely be appreciated
08-01-2021,bp_dbitch,2021-01-08 03:38:01 India Standard Time,is the constant self doubt of believing you have bpd or not part of having bpd
08-01-2021,bp_dbitch,2021-01-08 02:12:14 India Standard Time,i dont know who im anymore i dont know how to identify myself anymore im not the girl i used to im just a blank sheet of paper clueless of the future ahead im emotionally numb and destroy anything good in my sight i dont know what to do anymore
08-01-2021,bp_dbitch,2021-01-08 01:12:39 India Standard Time,can your symptoms towards your fp lessen after years of abuse   my favourite person has destroyed me and my mental health he belittled me tried to make me out to be crazy and emotionallymentally abused me
07-01-2021,bp_dbitch,2021-01-07 23:38:25 India Standard Time, i am genuinely speechless knowing this genuinely brings a smile to my face amp melts my heart it gives me so much motivation to keep promoting mental health we are not alone
07-01-2021,bp_dbitch,2021-01-07 22:14:04 India Standard Time,i have episodes still but ive noticed i react less and less nowadays after years of abuse ive just become emotionally numb amp uncaring  anyone else
07-01-2021,bp_dbitch,2021-01-07 20:48:31 India Standard Time,hahahhahahahaha  kill me
07-01-2021,bp_dbitch,2021-01-07 18:38:01 India Standard Time, am i the only one who cant ignore or leave a notification unopened i have to open it or reply no matter what my situation is
07-01-2021,bp_dbitch,2021-01-07 16:08:05 India Standard Time,
07-01-2021,bp_dbitch,2021-01-07 15:14:55 India Standard Time,shall i make a another twitter for my blogs  just super anxious about people i know seeing the videos   like should i create another twitter for my blog and make it private or keep it to this one and risk it for a chocolate biscuit   help a gal out
07-01-2021,bp_dbitch,2021-01-07 03:34:09 India Standard Time,comment some name suggestions for my blog obviously want it similar to my twitter name but anything is welcome   go go go
07-01-2021,bp_dbitch,2021-01-07 01:54:02 India Standard Time,hey guys quick question   in regards to the blog im thinking about starting   where would you want to see the blog videos posted
07-01-2021,bp_dbitch,2021-01-07 00:58:48 India Standard Time,sucks that ive lost my life to mental illness just because some people thought it was okay to treat me like shit
06-01-2021,bp_dbitch,2021-01-06 23:58:08 India Standard Time,apparently i can be argumentative
06-01-2021,bp_dbitch,2021-01-06 22:14:02 India Standard Time,why does my brain keep forgetting that i have to eat
06-01-2021,bp_dbitch,2021-01-06 21:36:02 India Standard Time,it can be easy to downplay your experiences however mental amp emotional health is no less important than physical health and abuse that targets your mind amp heart should be taken just as seriously as any other abuse you deserve love positive attention safety and gentleness
06-01-2021,bp_dbitch,2021-01-06 15:14:43 India Standard Time,been thinking about creating a blog or something to share my experiences with mh but im super duper nervous amp doubt anyone would even interact with it  would you interact if i started like a twitter blog on my personal experiences with my mh
06-01-2021,bp_dbitch,2021-01-06 02:22:34 India Standard Time,sc filters not helping my impulsive mind
06-01-2021,bp_dbitch,2021-01-06 00:30:07 India Standard Time,i dont understand how i can feel everything and nothing all at the same fucking time
05-01-2021,bp_dbitch,2021-01-05 21:14:06 India Standard Time,this is me today  ive had a hard day i feel tired emotionally drained amp overwhelmed i hate myself  lockdown is effecting my placement amp university course  i feel all alone and suffocated  amp i had a breakdown today   however   this breakdown does not define me
05-01-2021,bp_dbitch,2021-01-05 16:41:04 India Standard Time,does anyone else have days where they really just cant handle anything where you wanna explode but you cant so it feels like every little thing makes you wanna peel your skin off
05-01-2021,bp_dbitch,2021-01-05 03:32:47 India Standard Time,anyone who is struggling im here for a chat at any point if you dont want to talk to me here are some professional numbers you will get through this you are stronger than you belive xx  you are not alone   samaritans   calm     young minds
05-01-2021,bp_dbitch,2021-01-05 02:30:02 India Standard Time,being a quiet borderline or high functioning means that youre good at hiding what youre feeling from most people but then youre hit with the realization that they only love the part of you that youve chosen to show them not your true self
05-01-2021,bp_dbitch,2021-01-05 00:37:12 India Standard Time,i cant believe im writing this  i have just reached over  followers  i am truly grateful  thank you to everyone who has followed amp supported me over the past month you guys are the best my bpd twitter family  can you rt this  got to keep promoting bpdmental health
04-01-2021,bp_dbitch,2021-01-04 23:36:23 India Standard Time,some days i dont want to exist anymore   but how do you explain this to people
04-01-2021,bp_dbitch,2021-01-04 20:48:53 India Standard Time,does anyone else have these intense urges to lash out at everyone and ruin relationships once in a while
04-01-2021,bp_dbitch,2021-01-04 03:36:49 India Standard Time,if hot girl shit is seeking validation from people on social media then yes thats exactly what im doing
04-01-2021,bp_dbitch,2021-01-04 02:14:31 India Standard Time,a candy necklace but its xanax that you bite off every time you need one
03-01-2021,bp_dbitch,2021-01-03 23:56:35 India Standard Time,anyone with bpd feel like they have a sixth sense
03-01-2021,bp_dbitch,2021-01-03 18:40:11 India Standard Time,depression isnt just sadness its exhaustion irritability no motivation no desire to do the shit i love doing amp more being depressed is worse than just being sad
03-01-2021,bp_dbitch,2021-01-03 03:17:45 India Standard Time,does anyone here have attention seeking behaviours is that part of bpd   no judgement please i really struggle with this
02-01-2021,bp_dbitch,2021-01-02 04:43:29 India Standard Time,those with bpd  do you sometimes feel like a narcissist or are you normal
02-01-2021,bp_dbitch,2021-01-02 03:56:01 India Standard Time,does anyone else with bpd get bored easily or is it just me
02-01-2021,bp_dbitch,2021-01-02 03:01:42 India Standard Time,bed doesnt ask questions  bed doesnt judge you  bed is warm and soft  bed is always there for you  bed is nice
02-01-2021,bp_dbitch,2021-01-02 01:10:09 India Standard Time,
01-01-2021,bp_dbitch,2021-01-01 20:55:50 India Standard Time,watching jumanji this afternoon has made me realise how amazingly happy robin williams is as an actor   unfortunately it also makes me realise how well he hid how much he was suffering with his mental health its so sad to think the amount of people who suffer in silence
01-01-2021,bp_dbitch,2021-01-01 19:03:09 India Standard Time,bpd
01-01-2021,bp_dbitch,2021-01-01 18:33:10 India Standard Time,that feeling where you just dont know what to do or dont know what to feel
01-01-2021,bp_dbitch,2021-01-01 00:02:03 India Standard Time,there will be lots of posts tonight regarding how much people have achieved amp been successful at this year but remember its okay if all you did this year was survive thats an achievement in itself amp you should be proud
31-12-2020,bp_dbitch,2020-12-31 22:11:56 India Standard Time,i cant believe its the last day of   what have i achieved   oh yeah learningresearching that the feelings ive been experiencing for ten years is borderline personality disorder amp getting placed on the waiting list to see a psychiatrist  not the best yearbut we move
31-12-2020,bp_dbitch,2020-12-31 19:44:04 India Standard Time,my review on existence thus far  circa  years
31-12-2020,bp_dbitch,2020-12-31 05:06:01 India Standard Time,having to hide your own mental illness from anyone amp everyone literally sucks
31-12-2020,bp_dbitch,2020-12-31 03:40:13 India Standard Time,do you know how tiring it is having a favourite person that is also your biggest trigger
31-12-2020,bp_dbitch,2020-12-31 02:22:53 India Standard Time,the one thing i find extremely hard to deal with when it comes to borderline personality disorder is splitting why amp how can i go from loving someone to hating them within  seconds
31-12-2020,bp_dbitch,2020-12-31 00:30:54 India Standard Time,i am genuinely embarrassed to be british   our country is a joke
30-12-2020,bp_dbitch,2020-12-30 22:16:07 India Standard Time,if youre happy and you   are scared because you know its gonna turn into pure misery in like an hour clap your hands
30-12-2020,bp_dbitch,2020-12-30 21:20:48 India Standard Time,is it possible to go from classic borderline personality disorder to quiet borderline personality disorder or have both   i feel after years of abuse ive become more quieter with my bpd i do have classic episodes still or is it that i dont give a shit anymore lmao
30-12-2020,bp_dbitch,2020-12-30 15:26:45 India Standard Time,some of you arent used to every year being the worst year of your life and it shows
30-12-2020,bp_dbitch,2020-12-30 04:22:01 India Standard Time,i hate it when my phone dies instead of me
30-12-2020,bp_dbitch,2020-12-30 03:20:03 India Standard Time,ocd compulsions are the bane of my life
30-12-2020,bp_dbitch,2020-12-30 02:39:02 India Standard Time,them can you multitask me yeah mate of course
30-12-2020,bp_dbitch,2020-12-30 02:22:03 India Standard Time,
29-12-2020,bp_dbitch,2020-12-29 23:58:10 India Standard Time,this is genuinely how it feels sometimes when having a favourite person people think having a favourite person is all cute and lovely however having a favourite person when you have bpd is sometimes soul destroying and emotionally consuming
29-12-2020,bp_dbitch,2020-12-29 20:50:10 India Standard Time,i relate to this tweet so much both my parents have no idea about my mh ive hidden it for years due to the reaction id receive   its genuinely exhausting having to fake every day life
29-12-2020,bp_dbitch,2020-12-29 19:00:04 India Standard Time,i grew up without sharing my problems to my parents
29-12-2020,bp_dbitch,2020-12-29 02:26:11 India Standard Time,one thing ive never been able to digest with borderline personality disorder is how one minute i feel i can conquer the world then within seconds i feel suicidal and think itd be best that i just died
29-12-2020,bp_dbitch,2020-12-29 00:38:07 India Standard Time,i am so sick amp tired of seeing people criticising those who self diagnose there is nothing wrong with it this helps those take the next steps in seeking help   stop invalidating other people on their own personal experiences with their own mh   if u dont like it scroll past
28-12-2020,bp_dbitch,2020-12-28 20:20:47 India Standard Time,i absolutely hate not being able to tell if  something is a genuine sign of rejection or just my shit brain making up scenarios
28-12-2020,bp_dbitch,2020-12-28 03:18:58 India Standard Time,people go to their family when theyre sad and rely on them for support what the fuck
28-12-2020,bp_dbitch,2020-12-28 02:25:36 India Standard Time,does anyone else get really depressed after christmas i always find new year really triggering
28-12-2020,bp_dbitch,2020-12-28 00:16:01 India Standard Time,borderline personality disorder has a total of  traits  you must have  to be diagnosed  that means there are at least  combinations   trait can present itself differently in one person to the next  remember this before invalidating someone with the same diagnoses as you
27-12-2020,bp_dbitch,2020-12-27 22:16:42 India Standard Time,guess what you survived another christmas in fact youve survived every christmas for your entire life i reckon thats pretty incredible and im proud of you keep going you beautiful thing i believe in you
27-12-2020,bp_dbitch,2020-12-27 15:50:01 India Standard Time,yeah ive got a wap   w a abandonment issues p
27-12-2020,bp_dbitch,2020-12-27 02:39:21 India Standard Time,daily occurrence
25-12-2020,bp_dbitch,2020-12-25 23:14:01 India Standard Time,there will be a lot of posts soon with people sharing how much they achieved in  in the midst of a global pandemic etc but in case someone needs to hear this im here to tell you that just making it to dec  is an achievement that alone will be something to celebrate
25-12-2020,bp_dbitch,2020-12-25 20:49:25 India Standard Time,genuinely cant stop thinking about all those who are on there own today
25-12-2020,bp_dbitch,2020-12-25 20:04:56 India Standard Time,        amp                    amp
25-12-2020,bp_dbitch,2020-12-25 14:54:21 India Standard Time,im proud of you merry christmas sweetheart you deserve the world and im sorry things are hard keep being strong  part
25-12-2020,bp_dbitch,2020-12-25 14:53:50 India Standard Time,its all valid whatever the reason is that you arent feeling the way you wish you were i want you to know that youre right it not fair amp that youre not alone it doesnt change anything but if you need to talk or just want a bump of support here it is  you are loved part
25-12-2020,bp_dbitch,2020-12-25 14:52:53 India Standard Time,merry christmas  but listen if you dont feel merry or magical thats okay youre not obligated to and i know its hard seeing everyone else with a feeling that you want  i dont care why its hard or how long its been hard at christmas time for you it doesnt matter part
25-12-2020,bp_dbitch,2020-12-25 04:27:04 India Standard Time,
25-12-2020,bp_dbitch,2020-12-25 04:26:51 India Standard Time,the borderline personality disorder brain  bpd mentalhealthmatters mentalhealthawareness
25-12-2020,bp_dbitch,2020-12-25 03:33:13 India Standard Time,this is so important
25-12-2020,bp_dbitch,2020-12-25 00:57:20 India Standard Time,childhood trauma is very real amp most parents dont want to hear it amp take accountability for the ways they didnt make you feel seen or heard
24-12-2020,bp_dbitch,2020-12-24 21:16:34 India Standard Time,just a little reminder that mental health does not take a break over christmas i wish it did but it doesnt remember if you need to reach out do especially to those who may be suffering oh and remember self care look after yourselves this christmas
24-12-2020,bp_dbitch,2020-12-24 19:34:12 India Standard Time, merry christmas eve everyone
24-12-2020,bp_dbitch,2020-12-24 16:58:01 India Standard Time,to anyone who is spending christmas with their boyfriend this year i hate you
24-12-2020,bp_dbitch,2020-12-24 04:59:24 India Standard Time,cute
24-12-2020,bp_dbitch,2020-12-24 03:01:10 India Standard Time,anyone else do this no okay just me then
24-12-2020,bp_dbitch,2020-12-24 02:39:45 India Standard Time,the hard way or no way
24-12-2020,bp_dbitch,2020-12-24 00:50:55 India Standard Time,my bpd makes me feel like a transformer
23-12-2020,bp_dbitch,2020-12-23 23:50:23 India Standard Time,ive just had the weirdest experience something thats never happened to me before   can you please select the options you feel when you have an episode of depersonalisation thank you
23-12-2020,bp_dbitch,2020-12-23 21:04:21 India Standard Time,oops
23-12-2020,bp_dbitch,2020-12-23 20:08:23 India Standard Time,heard this too many times
23-12-2020,bp_dbitch,2020-12-23 19:08:25 India Standard Time,i for one have always dismissed trauma related events as i believed someone else had it worse than me my therapist was the one who told me id experienced trauma         dont neglect your trauma just because you believe it isnt bad enough everyones trauma is valid
23-12-2020,bp_dbitch,2020-12-23 16:26:24 India Standard Time,please bare in mind christmas can be extremely triggering for some people   i myself have a trauma anniversary approaching and can find the time around christmas extremely triggering  please be kind
23-12-2020,bp_dbitch,2020-12-23 04:18:06 India Standard Time,its the way my bpd makes me feel like a horrible monster
23-12-2020,bp_dbitch,2020-12-23 03:04:04 India Standard Time,
23-12-2020,bp_dbitch,2020-12-23 01:06:08 India Standard Time,santa baby slip some     under the tree for me
22-12-2020,bp_dbitch,2020-12-22 21:36:40 India Standard Time,
22-12-2020,bp_dbitch,2020-12-22 19:22:53 India Standard Time,this is me when my bpd rage start to manifest
22-12-2020,bp_dbitch,2020-12-22 02:54:10 India Standard Time,
21-12-2020,bp_dbitch,2020-12-21 22:20:10 India Standard Time,me to my mental health
21-12-2020,bp_dbitch,2020-12-21 03:46:47 India Standard Time,have you ever been in a mood that you cant explain and you want to talk about it but you cant even explain the mood youre in
21-12-2020,bp_dbitch,2020-12-21 02:39:05 India Standard Time,do you create arguments when youre bored or are you normal
21-12-2020,bp_dbitch,2020-12-21 00:37:26 India Standard Time,do you guys get upset if you dont get what you want is this a bpd thing like
20-12-2020,bp_dbitch,2020-12-20 21:24:51 India Standard Time,anyone elses ptsd triggered around christmas time
20-12-2020,bp_dbitch,2020-12-20 19:58:26 India Standard Time,i know a lot of us are suffering with our mh at the moment so please if you need to reach out drop either myself a dm or use these contacts below   youre not alone and it is okay to ask for help    please rt this for others to see mentalhealth mentalhealthawareness
20-12-2020,bp_dbitch,2020-12-20 02:46:35 India Standard Time,anyone else have silent attacks like a panic attack but you dont show any emotion dont talk to anyone yet your body feels the same as if you were having an attack
20-12-2020,bp_dbitch,2020-12-20 01:17:45 India Standard Time,bpd borderlinepersonalitydisorder favouriteperson mentalhealthawareness mentalhealth mentalhealthmatters mentalhealthuk
20-12-2020,bp_dbitch,2020-12-20 00:30:02 India Standard Time,times are extremely tough so make sure you not only take care of others but make sure you take care of yourselves your mental health is extremely important especially now please if anyone needs to reach out even for a chat please drop me a dm we have to stick together
19-12-2020,bp_dbitch,2020-12-19 02:10:17 India Standard Time,okay my angels some  very exciting news  so happy to be an admin for this amazing groupplease feel free to join lets promote and support mh  mentalhealth mentalhealthawareness mentalhealthmatters
19-12-2020,bp_dbitch,2020-12-19 01:46:33 India Standard Time,my anger leaving my body when someone says calm down
19-12-2020,bp_dbitch,2020-12-19 01:06:06 India Standard Time,this is genuinely something i suffer with every day of my life having ocd is draining it can consume most of my day fighting with my compulsions and battling against my own intrusive thoughts   if you have ocd you are stronger than your thoughts amp youre not alone my angels
18-12-2020,bp_dbitch,2020-12-18 18:59:57 India Standard Time,i feel like this is something i do a lot does anyone else with bpd feel this way is this a bpd thing               bpd borderlinepersonalitydisorder bpdfam mentalhealthawareness mentalhealthmatters mentalhealth
18-12-2020,bp_dbitch,2020-12-18 17:42:08 India Standard Time,mentalhealthawareness mentalhealth bpd bpdfam mentalhealthmatters
18-12-2020,bp_dbitch,2020-12-18 02:00:43 India Standard Time,i am literally the grinch
18-12-2020,bp_dbitch,2020-12-18 01:13:06 India Standard Time,keep  retweeting  my angels spread the love amp support
17-12-2020,bp_dbitch,2020-12-17 21:22:25 India Standard Time,after procrastinating for weeks  i finally started my assignment today worked all day too   i know it may not seem like a big deal to people but to me its massive   feeling rather  proud  of myself this afternoon    mentalhealthawareness mentalhealth
17-12-2020,bp_dbitch,2020-12-17 01:32:03 India Standard Time,stop painting people with bpd to be monsters we are not fucking monsters   we deserve love kindness amp  most of all support so can we please please stop demonising them those people with bpd can be loving caring warm amp generous they are fighters amp deserve love amp happiness
17-12-2020,bp_dbitch,2020-12-17 00:38:02 India Standard Time,why do i cry when im angry whats the point
16-12-2020,bp_dbitch,2020-12-16 22:52:39 India Standard Time,why do parents bring your attitude into something when theyre either in the wrong or have no leg to stand on
16-12-2020,bp_dbitch,2020-12-16 19:44:17 India Standard Time,why does noone talk about the physical pain in bpd my muscles hurt
16-12-2020,bp_dbitch,2020-12-16 16:44:25 India Standard Time,why does my body experience anxiety for absolutely no reason at all my chest physically hurts anxiety you bitch
16-12-2020,bp_dbitch,2020-12-16 02:24:02 India Standard Time,my impulsive ass buying things i dont need
16-12-2020,bp_dbitch,2020-12-16 00:50:35 India Standard Time,the lack of motivation is a vibe rn
15-12-2020,bp_dbitch,2020-12-15 19:44:45 India Standard Time,that hardest part of living with a mental illness is how it can rob you of your hopes amp dreams
15-12-2020,bp_dbitch,2020-12-15 02:34:18 India Standard Time,i am so overwhelmed ive reached just over  followers in under a week i am so grateful             please keep sharing my profile lets spread and promote mental health love you all my angels
15-12-2020,bp_dbitch,2020-12-15 01:03:07 India Standard Time,how many things have you let slide because that person was your fp
14-12-2020,bp_dbitch,2020-12-14 20:12:17 India Standard Time,i genuinely believe i have become a quiet bpder  during my teenage years i was uncontrollable however as ive grown older ive definitely seen a change in my behaviour however i do still get episodes of classic bpd just got to keep strong anyone else experienced this
14-12-2020,bp_dbitch,2020-12-14 14:16:21 India Standard Time,where can i buy a weighted blanket heavy enough to crush my rib cage and cause a lack of ability to breathe asking for a friend
14-12-2020,bp_dbitch,2020-12-14 02:10:07 India Standard Time,when will people actually educate themselves regarding ocd instead of labelling us all the same not every person who has ocd is anal about tidying get this out your mind educate yourselves
14-12-2020,bp_dbitch,2020-12-14 00:30:31 India Standard Time,my daily todo list
13-12-2020,bp_dbitch,2020-12-13 22:14:02 India Standard Time,dude fuck it i just want to end all my misery i am tired as fuck
13-12-2020,bp_dbitch,2020-12-13 17:07:30 India Standard Time,lets get sharing   what star sign are you  and do you think you fit that certain star sign
13-12-2020,bp_dbitch,2020-12-13 02:44:08 India Standard Time,bruh these dark thoughts are nearly swallowing me up
13-12-2020,bp_dbitch,2020-12-13 01:43:51 India Standard Time,who would like to do a motivationmonday where we post amp share supportive tweets to one another we all need some love and support once in a while
12-12-2020,bp_dbitch,2020-12-12 23:00:31 India Standard Time,your saturday reminder of things to remember bpd mentalhealth youarenotalone sharethelove
12-12-2020,bp_dbitch,2020-12-12 02:24:19 India Standard Time,not all disabilities are visible
12-12-2020,bp_dbitch,2020-12-12 01:50:03 India Standard Time,the amount of times ive done this fml
12-12-2020,bp_dbitch,2020-12-12 01:02:42 India Standard Time,please keep sharing my account my lovely humans lets promote mental healthillness
12-12-2020,bp_dbitch,2020-12-12 00:33:09 India Standard Time,on the rare occasion lmao
12-12-2020,bp_dbitch,2020-12-12 00:03:33 India Standard Time,do you ever see your reflection and
11-12-2020,bp_dbitch,2020-12-11 22:12:57 India Standard Time,being high functioning sucks
11-12-2020,bp_dbitch,2020-12-11 21:30:53 India Standard Time,or maybe ive just stopped giving a shit lol
11-12-2020,bp_dbitch,2020-12-11 21:30:01 India Standard Time,my teenage years i was uncontrollable now im early s i feel like i can control myself better however that doesnt mean ive just stopped suffering i suffer in silence every day just not as bad it doesnt make me any less vulnerable   anyone else experienced this
11-12-2020,bp_dbitch,2020-12-11 20:21:26 India Standard Time,ive had to suffer in silence for so long that i just  dont care  anymore
11-12-2020,bp_dbitch,2020-12-11 19:34:54 India Standard Time,constantly questioning myself and my mental health because i have to pretend everyyyy day as people have no idea about my mental healthillnesses as its easier to suffer in silence and pretend everything is ok luvlife
11-12-2020,bp_dbitch,2020-12-11 18:20:25 India Standard Time,can i get a  hell yeahh  just washed my hair for the first time in  weeks depressionsucksballs
11-12-2020,bp_dbitch,2020-12-11 17:25:52 India Standard Time,if my bpd has taught me anything i can simply pretendsomething isnt happening
11-12-2020,bp_dbitch,2020-12-11 15:19:59 India Standard Time,how did we all find the first shoutoutthursday
11-12-2020,bp_dbitch,2020-12-11 02:12:57 India Standard Time,keep sharing my lovelies
11-12-2020,bp_dbitch,2020-12-11 00:51:34 India Standard Time,my bpd twitter family christ i love you all
11-12-2020,bp_dbitch,2020-12-11 00:45:02 India Standard Time,please feel free to make your own list or retweet this
11-12-2020,bp_dbitch,2020-12-11 00:29:20 India Standard Time,okay so what im thinking is every thursday we do a shoutout thursday amp you can choose your favourite accounts from that week and then tag them in a list amp share so others can retweet it so like ill upload a tweet saying shout out thursday then we can do that
11-12-2020,bp_dbitch,2020-12-11 00:16:57 India Standard Time, would you lovely lot wanna do like a shout out day each week like a shout of thursday or something then we can all boost our love amp support we definitely need to keep promoting mental healthillness so comment if your up for it
10-12-2020,bp_dbitch,2020-12-10 19:10:10 India Standard Time,does anyone else with bpd experience extreme guilt ill feel beyond guilty for the most minor of things
10-12-2020,bp_dbitch,2020-12-10 18:40:21 India Standard Time,that sudden punch to your chest
10-12-2020,bp_dbitch,2020-12-10 16:59:41 India Standard Time,it saddens me to know that mental health is still stigmatised no wonder so many people are ashamed amp vulnerable
10-12-2020,bp_dbitch,2020-12-10 16:44:58 India Standard Time,alright pal dont rub it in
10-12-2020,bp_dbitch,2020-12-10 14:10:02 India Standard Time,anyone else do this some nights when i cant sleep i place a blanket around my head amp use it to cover my eyes and it seems to encourage me to sleep i know it sounds proper strange but its like i feel safe
10-12-2020,bp_dbitch,2020-12-10 02:03:43 India Standard Time,oh and retweet if you can id be so appreciative
10-12-2020,bp_dbitch,2020-12-10 01:50:16 India Standard Time,so appreciative of those who have followed me in the recent days love you all  i just want to share my personal experiences with mh amp support others so i would be so grateful if i could expand my followers want to share my love amp support to others keep following guys
10-12-2020,bp_dbitch,2020-12-10 00:06:56 India Standard Time,my problem is i procrastinate sm
09-12-2020,bp_dbitch,2020-12-09 20:48:48 India Standard Time,its become the norm
09-12-2020,bp_dbitch,2020-12-09 20:14:01 India Standard Time,my dog saves me some days  anyone else have a support animal
09-12-2020,bp_dbitch,2020-12-09 16:32:39 India Standard Time,i really just want to change my personality this bitch is so annoying
09-12-2020,bp_dbitch,2020-12-09 04:00:38 India Standard Time,say it louder for the people in the back
09-12-2020,bp_dbitch,2020-12-09 02:38:56 India Standard Time,ive only had my bpd account two days and ive got to say the amount of support i see flying around is amazing                                                  like i love you all already like my own little twitter family so thank you everyone
09-12-2020,bp_dbitch,2020-12-09 01:32:18 India Standard Time,oops
09-12-2020,bp_dbitch,2020-12-09 00:47:44 India Standard Time,the older i get the more i realise i have more acquaintances than actual  friends
08-12-2020,bp_dbitch,2020-12-08 21:54:45 India Standard Time,hehe
08-12-2020,bp_dbitch,2020-12-08 20:41:25 India Standard Time,im tired of maself god knows how id expect anyone else not to
08-12-2020,bp_dbitch,2020-12-08 19:47:23 India Standard Time,do i give a shit no yes
08-12-2020,bp_dbitch,2020-12-08 18:54:43 India Standard Time,
08-12-2020,bp_dbitch,2020-12-08 18:30:25 India Standard Time,this is one of my biggest triggers
08-12-2020,bp_dbitch,2020-12-08 14:56:54 India Standard Time,it sucks dick that i have to take medication to be able to sleep
08-12-2020,bp_dbitch,2020-12-08 02:47:33 India Standard Time,ma life
08-12-2020,bp_dbitch,2020-12-08 02:11:02 India Standard Time,me regarding life
07-12-2020,bp_dbitch,2020-12-07 23:30:27 India Standard Time,my mood just goes  all day
07-12-2020,bp_dbitch,2020-12-07 21:28:56 India Standard Time,because it hurt  is that like not enough
07-12-2020,bp_dbitch,2020-12-07 20:07:44 India Standard Time,like if you think having this control over our lives is funny you need a reality check because having ocd is not trendycool amp next time you think someones got ocd think because it isnt all what it seems ocd has not only got a hold over my life but many others lives
07-12-2020,bp_dbitch,2020-12-07 20:04:21 India Standard Time,wondering who youve let down or what bad thing will happen ive been asked so many times what are you doing mate i have ocd i physically amp mentally cant walk away or ignore a compulsion so what part of that is funny part
07-12-2020,bp_dbitch,2020-12-07 20:01:42 India Standard Time,yet having no control over these compulsions thinking if i dont do this me mum will die you know deep down it isnt true but you can not walk away until youve completed the ritual amp if you dont complete it your mind goes into overdrive  part
07-12-2020,bp_dbitch,2020-12-07 20:00:01 India Standard Time,i still cant believe there is stigma and jokes flying about regarding this but here we go ive never understood why people think its okay or funny to joke about ocd like seriously having ocd makes you do things that wish i didnt have to part
07-12-2020,bp_dbitch,2020-12-07 18:15:19 India Standard Time,i genuinely feel like my blood is boiling within my veins when this happens its agony  emotionally amp mentally
07-12-2020,bp_dbitch,2020-12-07 15:56:13 India Standard Time,i say this to myself at least  times a day
07-12-2020,bp_dbitch,2020-12-07 15:28:02 India Standard Time,the hole in my chest has been growing lately and its definitely been stealing my ability to feel
07-12-2020,bp_dbitch,2020-12-07 04:30:03 India Standard Time,my brain evryday
07-12-2020,bp_dbitch,2020-12-07 02:03:02 India Standard Time,mate
